student id,Gender,scores submitted,SAT Reading Writing Range,SAT Math Range,ACT Composite Range,High School Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Transfer Student,Full-Time
734-53-3251,Male,SAT,400-499,400-499,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
046-24-6777,Male,SAT,600-699,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
020-49-4020,Male,SAT,500-599,500-599,,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
009-30-7260,Male,SAT,500-599,600-699,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
153-94-9841,Male,ACT,,,18-23,Bottom Half,3.25-3.49,No,Off-Campus,No,No,No
141-43-7787,Male,ACT,,,18-23,Top 10,3.75+,No,College Owned/Operated,No,No,Yes
679-89-1225,Male,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,Yes,No,Yes
657-04-7600,Not Disclosed,SAT,400-499,400-499,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
538-67-0303,Male,ACT,,,24-29,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
765-73-6093,Female,SAT,600-699,600-699,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
406-63-6018,Female,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,No
786-38-6814,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
904-69-0947,Female,SAT,500-599,600-699,,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
259-28-4939,Female,SAT,500-599,500-599,,Top 10,2.0-2.49,No,College Owned/Operated,No,No,Yes
093-20-8572,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
407-05-0081,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
763-66-6820,Female,SAT,500-599,500-599,,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
769-59-0195,Male,SAT,500-599,400-499,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
785-19-6597,Female,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
686-41-0087,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
004-92-8494,Female,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
941-82-8389,Female,SAT,400-499,400-499,,Top Quarter,3.00-3.24,No,Off-Campus,No,No,No
973-07-4553,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
163-08-7768,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
304-16-1474,Male,SAT,400-499,400-499,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
965-54-8181,Male,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
637-58-6573,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,Yes,Yes
968-68-7217,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
975-81-3846,Female,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
823-45-2599,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
682-52-1189,Female,SAT,500-599,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
591-53-9859,Male,ACT,,,18-23,Bottom Quarter,3.75+,No,Off-Campus,No,No,No
786-95-9071,Female,SAT,500-599,400-499,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
567-34-4481,Male,SAT,400-499,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
695-87-0047,Male,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,No
417-80-3655,Female,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
794-10-5378,Female,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
344-03-6566,Female,SAT,600-699,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
394-97-8755,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
371-79-2804,Female,SAT,500-599,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
555-44-5524,Male,SAT,500-599,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,No
232-82-3144,Male,SAT,500-599,400-499,,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
531-76-2503,Male,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
398-60-6410,Male,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,Yes
819-78-0877,Male,SAT,600-699,500-599,,,2.0-2.49,No,College Owned/Operated,Yes,No,No
312-39-4003,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
044-40-7480,Trans,ACT,,,18-23,Bottom Half,3.50-3.74,No,Off-Campus,No,No,Yes
567-67-0604,Female,SAT,400-499,500-599,,Top Quarter,1.0-1.99,No,Off-Campus,No,No,Yes
425-34-3976,Female,SAT,600-699,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
661-70-8345,Female,SAT,400-499,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
397-96-3622,Male,ACT,,,24-29,Top 10,3.25-3.49,No,College Owned/Operated,No,No,Yes
738-30-7655,Male,ACT,,,24-29,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
272-48-1021,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,No
204-92-6735,Female,SAT,600-699,400-499,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
695-76-1407,Male,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
111-66-3277,Female,ACT,,,24-29,Top Half,3.00-3.24,Yes,College Owned/Operated,No,No,No
756-41-0729,Male,SAT,500-599,400-499,,,3.50-3.74,No,College Owned/Operated,No,Yes,No
993-85-4899,Female,ACT,,,12-17,,3.50-3.74,Yes,Off-Campus,No,No,Yes
972-25-3271,Male,SAT,400-499,600-699,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
711-58-5083,Trans,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
640-45-2009,Female,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
884-08-0583,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
444-65-7459,Male,SAT,500-599,600-699,,Bottom Half,3.75+,Yes,Off-Campus,No,No,Yes
231-07-2089,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
299-18-9173,Female,SAT,400-499,600-699,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
871-07-9207,Female,SAT,600-699,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
796-62-2739,Female,SAT,500-599,400-499,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
059-54-1746,Female,ACT,,,18-23,,1.0-1.99,No,Off-Campus,No,No,Yes
801-72-3147,Male,ACT,,,24-29,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
921-34-1045,Female,ACT,,,12-17,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
648-60-8755,Male,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
853-67-2060,Male,ACT,,,18-23,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
598-22-7310,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
620-89-1951,Male,SAT,400-499,600-699,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
124-24-3435,Female,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
987-92-3382,Female,ACT,,,12-17,,1.0-1.99,No,Off-Campus,No,No,No
711-64-2239,Female,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,Yes,Yes
911-06-9632,Female,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
677-57-0190,Male,SAT,600-699,400-499,,,2.50-2.99,No,College Owned/Operated,No,No,No
693-86-4026,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
585-47-5190,Male,ACT,,,24-29,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
273-63-4066,Male,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
611-47-6707,Male,ACT,,,18-23,,3.75+,Yes,College Owned/Operated,No,No,No
365-50-5102,Male,SAT,400-499,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
448-07-1688,Male,SAT,600-699,400-499,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
425-13-6120,Female,ACT,,,30-36,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
362-13-1311,Male,SAT,500-599,600-699,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
718-83-2741,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
190-01-6562,Female,ACT,,,24-29,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
783-84-8345,Female,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
499-85-9061,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
133-86-3913,Female,SAT,400-499,300-399,,,2.50-2.99,No,College Owned/Operated,No,No,No
791-31-8546,Female,SAT,500-599,400-499,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
248-21-4522,Male,SAT,600-699,400-499,,,2.0-2.49,No,College Owned/Operated,No,No,No
942-98-3996,Female,ACT,,,12-17,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,No
055-28-1085,Female,ACT,,,18-23,,1.0-1.99,Yes,Off-Campus,No,No,Yes
836-11-4298,Male,SAT,500-599,500-599,,,1.0-1.99,No,Off-Campus,No,No,No
742-91-9448,Female,SAT,500-599,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
217-44-9093,Female,SAT,600-699,500-599,,Top Half,3.25-3.49,No,Off-Campus,No,No,Yes
189-70-2318,Female,ACT,,,12-17,Top Quarter,3.75+,No,College Owned/Operated,No,Yes,Yes
931-44-7312,Female,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,No,No
073-88-4449,Female,ACT,,,24-29,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
186-30-6848,Male,ACT,,,12-17,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,No
720-06-3162,Female,SAT,600-699,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
416-95-3251,Female,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,No
133-55-3998,Male,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
062-76-2100,Female,ACT,,,18-23,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
690-95-2550,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
086-50-3168,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
645-76-7797,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,No
721-86-8783,Male,SAT,500-599,600-699,,,1.0-1.99,No,College Owned/Operated,Yes,No,No
629-99-5503,Female,SAT,500-599,400-499,,Top 10,3.00-3.24,No,Off-Campus,No,No,Yes
301-59-8372,Female,ACT,,,18-23,,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
339-62-5680,Male,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
308-16-0052,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
895-43-7799,Female,ACT,,,18-23,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
507-04-9460,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,No
602-40-2044,Female,ACT,,,24-29,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
099-66-8262,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
147-00-4302,Male,SAT,500-599,400-499,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
237-54-0658,Female,SAT,500-599,600-699,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
644-10-2220,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,No
669-25-3157,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,No
463-59-6927,Male,SAT,500-599,400-499,,,3.75+,No,College Owned/Operated,No,No,Yes
322-11-2104,Not Disclosed,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
977-53-9210,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,Yes,No
217-52-1442,Female,SAT,500-599,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
945-95-5919,Male,ACT,,,30-36,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
933-73-3007,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
198-70-5658,Female,ACT,,,18-23,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
711-52-7943,Female,SAT,400-499,500-599,,Top 10,1.0-1.99,No,College Owned/Operated,No,No,No
867-19-2171,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
629-52-8676,Female,ACT,,,12-17,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
824-59-5967,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
494-40-8401,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,Off-Campus,No,No,Yes
174-42-3682,Female,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,No
087-79-5593,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,No
576-72-1085,Female,SAT,500-599,500-599,,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
400-09-4849,Male,ACT,,,18-23,,3.00-3.24,Yes,College Owned/Operated,No,Yes,Yes
193-65-1488,Male,ACT,,,18-23,,3.25-3.49,No,Off-Campus,No,No,No
019-96-7237,Male,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
554-67-9395,Female,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
443-82-0850,Female,ACT,,,18-23,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,No
028-01-4349,Male,SAT,500-599,300-399,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
248-45-7763,Male,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,Yes
198-86-1422,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,Yes,No,Yes
988-59-2957,Female,SAT,400-499,300-399,,,2.0-2.49,No,College Owned/Operated,No,No,No
028-83-8118,Male,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
461-49-7826,Female,ACT,,,12-17,Top Quarter,2.0-2.49,Yes,College Owned/Operated,No,Yes,Yes
965-43-2514,Female,SAT,600-699,400-499,,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
237-31-9428,Female,SAT,400-499,400-499,,Top Half,3.00-3.24,No,Off-Campus,Yes,No,Yes
344-49-2598,Male,ACT,,,30-36,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
130-10-8057,Female,SAT,500-599,500-599,,,3.25-3.49,Yes,College Owned/Operated,No,No,No
236-22-6668,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,No
265-76-5158,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
881-38-1929,Female,ACT,,,12-17,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
863-26-0982,Male,SAT,500-599,300-399,,,3.75+,No,College Owned/Operated,No,No,No
741-79-6906,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
715-27-9438,Female,ACT,,,30-36,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
980-40-7975,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
703-70-6624,Female,SAT,500-599,500-599,,Top Quarter,3.00-3.24,No,Off-Campus,No,No,No
704-30-8851,Female,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
815-75-4429,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,No
521-70-4665,Male,SAT,500-599,600-699,,,2.50-2.99,No,Off-Campus,No,No,Yes
556-86-3589,Male,SAT,500-599,400-499,,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
203-44-9684,Male,SAT,500-599,500-599,,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,No
932-03-6087,Female,ACT,,,24-29,Bottom Half,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
944-49-0034,Male,SAT,600-699,500-599,,Top 10,3.75+,No,College Owned/Operated,No,No,Yes
250-54-8740,Male,SAT,600-699,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
385-31-9061,Male,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,Yes
490-15-5690,Male,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,Yes
264-55-8884,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
566-26-4960,Female,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
205-16-0851,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
125-87-4797,Male,ACT,,,24-29,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
108-78-2032,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
932-57-3090,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
982-29-2467,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
558-49-8330,Female,ACT,,,18-23,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
347-40-1272,Male,SAT,600-699,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
756-61-8459,Male,ACT,,,24-29,Bottom Half,3.75+,No,College Owned/Operated,Yes,No,Yes
383-59-5500,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
440-31-7115,Male,SAT,500-599,500-599,,Top Quarter,1.0-1.99,No,Off-Campus,No,No,Yes
762-61-6146,Female,SAT,500-599,600-699,,Top Half,3.75+,No,College Owned/Operated,No,No,No
472-76-5355,Male,ACT,,,18-23,,1.0-1.99,No,Off-Campus,No,No,Yes
131-23-0232,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
977-78-5510,Female,ACT,,,18-23,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
954-78-2681,Female,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,No
358-97-6677,Female,ACT,,,18-23,Bottom Half,2.50-2.99,No,Off-Campus,No,No,No
462-27-8982,Male,ACT,,,18-23,,2.0-2.49,Yes,College Owned/Operated,No,No,No
240-34-0475,Male,SAT,300-399,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
730-81-4825,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
063-13-5875,Male,SAT,500-599,500-599,,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,No
110-23-2683,Male,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
046-61-5677,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
110-40-2238,Male,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
333-07-5328,Male,SAT,600-699,400-499,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
767-50-3291,Female,ACT,,,12-17,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
650-64-1841,Female,ACT,,,18-23,,3.50-3.74,No,Off-Campus,No,No,Yes
262-13-1190,Female,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
338-34-1416,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
622-59-6505,Male,SAT,400-499,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
040-72-5925,Female,ACT,,,18-23,Bottom Half,1.0-1.99,Yes,College Owned/Operated,No,No,No
210-91-1452,Male,SAT,600-699,300-399,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
580-64-8578,Female,SAT,400-499,400-499,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
782-90-9214,Male,SAT,500-599,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
474-14-1052,Male,SAT,400-499,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
013-90-9935,Male,SAT,500-599,400-499,,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
580-20-4616,Male,ACT,,,24-29,Top Quarter,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
241-01-4224,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,No
649-96-5732,Male,ACT,,,30-36,,1.0-1.99,No,College Owned/Operated,No,No,Yes
610-32-7214,Female,ACT,,,12-17,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
494-47-5348,Female,ACT,,,24-29,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
349-19-6651,Female,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
155-57-3422,Male,SAT,600-699,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
464-23-7869,Female,ACT,,,24-29,,3.00-3.24,No,Off-Campus,No,No,Yes
049-26-4864,Male,ACT,,,24-29,Bottom Quarter,3.00-3.24,No,Off-Campus,No,No,Yes
526-43-8248,Female,SAT,500-599,400-499,,,1.0-1.99,No,Off-Campus,No,No,Yes
114-19-5199,Female,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
276-40-6729,Male,SAT,500-599,400-499,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
613-28-7433,Male,ACT,,,18-23,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
512-89-7633,Female,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,Yes
781-63-1958,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
226-76-1371,Male,SAT,400-499,600-699,,,2.50-2.99,No,Off-Campus,No,No,Yes
014-99-1882,Female,SAT,500-599,300-399,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
885-43-6259,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
952-76-0240,Female,SAT,500-599,600-699,,Top Half,3.75+,No,Off-Campus,No,No,No
360-26-4184,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
027-63-0466,Female,SAT,500-599,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
503-33-5332,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
013-24-3307,Female,SAT,400-499,600-699,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
494-38-6378,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,No
372-83-4996,Trans,SAT,400-499,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
885-83-0428,Male,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,No
139-35-0999,Male,ACT,,,18-23,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
141-20-9732,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
750-41-5815,Male,ACT,,,18-23,Top Half,3.00-3.24,No,Off-Campus,Yes,No,Yes
165-26-9748,Female,SAT,500-599,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
073-41-3360,Female,ACT,,,12-17,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
421-40-0659,Female,ACT,,,12-17,,2.0-2.49,No,Off-Campus,No,No,No
388-47-9173,Male,SAT,400-499,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
075-50-2032,Male,ACT,,,24-29,,1.0-1.99,Yes,Off-Campus,No,No,Yes
914-28-9273,Female,ACT,,,30-36,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
058-74-2179,Male,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
061-10-1462,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,No
573-00-9059,Female,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,Yes
893-07-8658,Male,ACT,,,24-29,Top 10,3.50-3.74,No,Off-Campus,No,No,Yes
700-86-1509,Female,ACT,,,30-36,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
538-56-4001,Female,SAT,400-499,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
547-26-2019,Female,SAT,500-599,300-399,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
134-59-5870,Female,SAT,400-499,500-599,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
828-37-8956,Male,ACT,,,24-29,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
698-32-5401,Female,SAT,500-599,400-499,,Bottom Half,3.75+,No,College Owned/Operated,No,No,No
250-85-4835,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,Yes,No
240-44-3589,Male,SAT,500-599,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
197-18-5197,Male,SAT,500-599,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
364-15-2736,Male,ACT,,,12-17,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
419-29-8072,Female,SAT,500-599,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
949-09-7386,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,Yes,No,No
857-92-0777,Male,ACT,,,30-36,,3.00-3.24,No,College Owned/Operated,No,No,Yes
980-57-5013,Female,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
332-50-0491,Female,SAT,500-599,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
000-40-8031,Male,ACT,,,30-36,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
643-21-7482,Male,SAT,500-599,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
420-86-0228,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
579-57-4636,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
264-92-9264,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
418-62-8468,Trans,SAT,500-599,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,No
910-43-8973,Female,ACT,,,12-17,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
887-33-4406,Male,ACT,,,12-17,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
917-38-7700,Male,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
499-85-5107,Male,ACT,,,18-23,Top Half,2.50-2.99,Yes,College Owned/Operated,No,No,No
