ticket_number,requestor_fname,requestor_lname,owner_group,issue_category,ticket_type,severity,days_open,statisfaction_score,ticket status,created_date
556-126774-5402-0-L,Odette,Bowmaker,Architecture,Hardware,Issue,0 - Unassigned,20,0 - Unknown,Open,9/2/2020
185-728086-2983-2-B,Ruthanne,Bryers,Software,Software,Issue,1 - Low,16,2 - Satisfied,Open,9/15/2020
934-307393-1236-6-X,Helaine,McGarrity,Networking,Access/Login,Issue,1 - Low,7,0 - Unknown,Open,9/27/2020
454-500344-1228-9-N,Tandie,Meltetal,Software,Access/Login,Request,1 - Low,32,3 - Highly Satisfied,Waiting for Requestor Feedback,7/10/2020
845-848848-7852-3-D,Shellie,Greenshiels,Security and Governance,Access/Login,Request,0 - Unassigned,2,0 - Unknown,Resolved,7/9/2020
203-696610-6407-4-O,Saxon,Lozano,Architecture,Hardware,Issue,1 - Low,36,2 - Satisfied,Open,6/29/2020
571-358149-3322-3-O,Danny,Pirrey,Architecture,Hardware,Issue,3 - High,20,2 - Satisfied,Resolved,3/20/2020
687-535416-6298-2-G,Daniela,Inkster,Architecture,Hardware,Request,1 - Low,37,3 - Highly Satisfied,Open,3/22/2020
545-586783-0615-3-P,Hermy,Clelle,Architecture,Hardware,Issue,0 - Unassigned,15,3 - Highly Satisfied,Resolved,10/26/2020
771-555638-1062-6-F,Boycie,Kitter,Hardware,Hardware,Request,2 - Medium,11,3 - Highly Satisfied,Open,9/18/2020
231-975191-8704-3-T,Dew,Dales,Hardware,Systems,Request,2 - Medium,25,2 - Satisfied,Open,3/21/2020
148-419551-0719-8-E,Hester,Bulstrode,Software,Software,Issue,2 - Medium,29,0 - Unknown,Open,10/19/2020
509-590675-6354-7-N,Gino,Baike,Software,Software,Issue,3 - High,17,3 - Highly Satisfied,Open,3/29/2020
702-126213-4286-9-E,Di,Francesc,Security and Governance,Access/Login,Request,1 - Low,34,0 - Unknown,Open,10/8/2020
798-132019-0311-1-X,Chas,Marin,Security and Governance,Access/Login,Request,0 - Unassigned,4,0 - Unknown,Open,9/2/2020
307-498086-1227-1-K,Cayla,Langman,Hardware,Hardware,Request,2 - Medium,19,0 - Unknown,Open,7/13/2020
575-380924-5110-7-Q,Myron,Wollen,Software,Software,Request,2 - Medium,32,1 - Unsatisfied,Open,7/25/2020
489-954770-5420-4-T,Sly,D'Almeida,Networking,Hardware,Request,0 - Unassigned,25,3 - Highly Satisfied,Waiting for Requestor Feedback,9/28/2020
011-770762-4441-3-S,Seumas,O'Leary,Software,Software,Issue,2 - Medium,21,2 - Satisfied,Open,6/8/2020
103-045959-8743-0-C,Brina,Drains,Networking,Access/Login,Issue,2 - Medium,22,1 - Unsatisfied,Waiting for Requestor Feedback,10/9/2020
113-127600-3169-3-N,Cleavland,Barron,Hardware,Hardware,Issue,0 - Unassigned,32,3 - Highly Satisfied,Open,8/17/2020
760-848420-2470-8-Q,Pincus,O'Crotty,Architecture,Systems,Request,0 - Unassigned,33,3 - Highly Satisfied,Open,4/16/2020
698-477327-5065-0-M,Xaviera,MacSkeaghan,Software,Software,Issue,0 - Unassigned,17,3 - Highly Satisfied,Closed - No Action,7/29/2020
014-673004-1975-8-H,Marketa,Fridd,Hardware,Hardware,Request,3 - High,5,2 - Satisfied,Waiting for Requestor Feedback,10/6/2020
931-792389-9315-3-P,Morlee,Cathro,Security and Governance,Access/Login,Request,2 - Medium,8,2 - Satisfied,Open,9/2/2020
353-791215-3124-0-R,Pippy,Wagg,Networking,Hardware,Request,2 - Medium,25,2 - Satisfied,Open,4/30/2020
907-926351-1041-8-M,Kliment,Whitemarsh,Architecture,Hardware,Issue,1 - Low,24,0 - Unknown,Waiting for Requestor Feedback,5/14/2020
342-370696-7784-8-A,Kirby,Holdin,Hardware,Hardware,Request,0 - Unassigned,7,1 - Unsatisfied,Waiting for Requestor Feedback,10/16/2020
394-514553-3209-1-R,Jacquelyn,Carine,Networking,Systems,Issue,0 - Unassigned,6,2 - Satisfied,Open,10/18/2020
126-700856-2159-0-H,Ivory,Hertwell,Software,Access/Login,Request,2 - Medium,13,1 - Unsatisfied,Open,8/8/2020
630-486988-3037-1-U,Wilfred,Hewell,Hardware,Systems,Request,2 - Medium,35,0 - Unknown,Open,6/27/2020
589-327929-5850-7-X,Engelbert,Karslake,Hardware,Systems,Request,0 - Unassigned,6,0 - Unknown,Open,6/15/2020
865-096777-3786-9-R,Lorette,MacCaull,Hardware,Systems,Request,2 - Medium,24,0 - Unknown,Resolved,6/20/2020
213-744494-0268-1-N,Chelsae,Frantsev,Architecture,Systems,Issue,3 - High,16,3 - Highly Satisfied,Waiting for Requestor Feedback,9/9/2020
832-661602-8754-0-Y,Elberta,Manuelli,Security and Governance,Access/Login,Issue,0 - Unassigned,21,0 - Unknown,Open,3/29/2020
829-505657-3699-9-U,Chiquia,Unstead,Security and Governance,Access/Login,Issue,3 - High,15,1 - Unsatisfied,Open,5/15/2020
020-462940-8443-7-N,Thorsten,Tuhy,Architecture,Systems,Issue,1 - Low,8,2 - Satisfied,Resolved,5/3/2020
855-384653-1695-6-B,Adina,Haslehurst,Software,Access/Login,Issue,3 - High,36,0 - Unknown,Resolved,7/13/2020
258-602803-2966-3-L,Kellia,Spaight,Hardware,Hardware,Issue,1 - Low,35,0 - Unknown,Waiting for Requestor Feedback,3/21/2020
044-482041-2169-6-R,Mortie,Cush,Software,Access/Login,Request,0 - Unassigned,22,0 - Unknown,Open,9/6/2020
142-328248-8463-2-Y,Bebe,Aglione,Software,Software,Issue,2 - Medium,18,2 - Satisfied,Waiting for Requestor Feedback,3/27/2020
364-203969-0109-8-W,Magda,Lenney,Hardware,Hardware,Request,0 - Unassigned,17,0 - Unknown,Open,7/13/2020
840-670150-3801-1-T,Adams,Stailey,Security and Governance,Access/Login,Issue,1 - Low,31,0 - Unknown,Open,3/4/2020
170-887953-4156-0-S,Tobe,Von Salzberg,Software,Access/Login,Request,1 - Low,9,3 - Highly Satisfied,Resolved,3/30/2020
196-880441-7164-6-Q,Bonita,Robeson,Networking,Systems,Request,0 - Unassigned,25,0 - Unknown,Open,8/11/2020
452-329771-6645-3-M,Jaclin,Howatt,Software,Software,Request,2 - Medium,18,0 - Unknown,Open,8/30/2020
250-856175-9964-8-Y,Prentiss,Gooderham,Hardware,Hardware,Issue,2 - Medium,3,3 - Highly Satisfied,Resolved,9/28/2020
578-439840-1047-4-H,Saunders,Hallowes,Architecture,Hardware,Request,1 - Low,33,2 - Satisfied,Open,4/10/2020
804-791217-6345-3-E,Jill,Forbes,Security and Governance,Access/Login,Request,1 - Low,15,2 - Satisfied,Resolved,9/12/2020
923-221120-9988-4-H,Ashely,Glenny,Networking,Access/Login,Issue,1 - Low,4,0 - Unknown,Open,7/5/2020
604-845226-1357-6-A,Feliza,McCrystal,Security and Governance,Access/Login,Request,0 - Unassigned,8,1 - Unsatisfied,Open,6/23/2020
809-064841-5431-7-L,Elaine,Brownlow,Hardware,Hardware,Issue,1 - Low,21,3 - Highly Satisfied,Open,6/6/2020
108-077745-4858-9-C,Randall,Hamlet,Security and Governance,Access/Login,Issue,2 - Medium,37,2 - Satisfied,Resolved,10/3/2020
410-515277-6491-0-H,Normy,Neillans,Security and Governance,Access/Login,Issue,0 - Unassigned,11,2 - Satisfied,Open,3/16/2020
922-953940-1770-4-P,Ram,Howsin,Security and Governance,Access/Login,Issue,0 - Unassigned,19,0 - Unknown,Open,4/25/2020
093-738515-6428-6-J,Andy,Pitkaithly,Architecture,Hardware,Issue,2 - Medium,31,0 - Unknown,Open,4/11/2020
632-508494-0501-1-I,Pepillo,Estevez,Security and Governance,Access/Login,Issue,1 - Low,34,0 - Unknown,Open,8/30/2020
625-694244-4932-9-C,Pearline,Ashness,Networking,Systems,Issue,2 - Medium,26,2 - Satisfied,Open,8/12/2020
458-961918-2591-5-H,Gertrud,Rosenblatt,Networking,Access/Login,Issue,2 - Medium,16,2 - Satisfied,Open,8/22/2020
073-141096-0517-1-Z,Keen,Rawlyns,Software,Access/Login,Issue,3 - High,21,2 - Satisfied,Open,4/19/2020
892-550685-3835-5-E,Emlynn,Antrack,Security and Governance,Access/Login,Request,0 - Unassigned,37,2 - Satisfied,Open,4/29/2020
947-822980-1230-0-C,Arly,Lebang,Hardware,Hardware,Request,0 - Unassigned,13,3 - Highly Satisfied,Waiting for Requestor Feedback,10/2/2020
179-383155-9533-4-H,Cherilynn,Grigorescu,Hardware,Systems,Issue,0 - Unassigned,7,1 - Unsatisfied,Closed - No Action,9/26/2020
318-891967-8401-6-V,Gerianna,Osipov,Networking,Hardware,Issue,1 - Low,14,2 - Satisfied,Open,4/28/2020
567-760727-8786-0-A,Gisella,Perfili,Software,Access/Login,Issue,3 - High,23,0 - Unknown,Resolved,4/16/2020
209-525536-2213-7-O,Lucky,Wimbury,Networking,Systems,Request,2 - Medium,29,0 - Unknown,Open,8/3/2020
473-553096-1950-2-V,Kalina,O'Currine,Networking,Hardware,Request,1 - Low,25,2 - Satisfied,Open,7/14/2020
586-896408-3874-8-H,Paquito,Heims,Hardware,Systems,Request,3 - High,20,2 - Satisfied,Open,5/29/2020
845-055291-4240-3-L,Kalil,Churchin,Security and Governance,Access/Login,Issue,0 - Unassigned,17,3 - Highly Satisfied,Open,6/22/2020
136-554258-3969-8-N,Nelli,Coche,Architecture,Systems,Issue,3 - High,35,2 - Satisfied,Waiting for Requestor Feedback,10/29/2020
293-845114-3993-0-Q,Cass,Wadie,Architecture,Hardware,Request,0 - Unassigned,24,2 - Satisfied,Open,9/11/2020
303-827186-0348-1-H,Tuck,Geldeard,Networking,Hardware,Request,0 - Unassigned,13,1 - Unsatisfied,Open,7/25/2020
958-319247-3902-3-A,Grady,Charrette,Hardware,Hardware,Issue,1 - Low,6,2 - Satisfied,Resolved,3/24/2020
038-670341-6379-5-L,Kelwin,Passfield,Networking,Systems,Issue,1 - Low,15,1 - Unsatisfied,Resolved,4/30/2020
884-020761-9350-8-Y,Bridie,Lovat,Hardware,Hardware,Issue,0 - Unassigned,36,1 - Unsatisfied,Open,3/12/2020
278-371076-5590-1-Q,Pennie,D'eye,Networking,Access/Login,Issue,1 - Low,19,0 - Unknown,Open,7/25/2020
322-632854-0406-1-Y,Terry,Gudahy,Software,Access/Login,Request,1 - Low,29,3 - Highly Satisfied,Resolved,6/6/2020
138-970280-1153-8-N,Neilla,Pelerin,Hardware,Systems,Issue,1 - Low,37,3 - Highly Satisfied,Open,8/30/2020
455-825077-6138-1-F,Rustie,Duns,Networking,Hardware,Request,1 - Low,31,0 - Unknown,Open,3/29/2020
808-858398-1368-6-R,Olympia,Gatchell,Security and Governance,Access/Login,Request,3 - High,28,3 - Highly Satisfied,Waiting for Requestor Feedback,8/23/2020
397-139250-1000-8-Y,Genni,Callaway,Networking,Access/Login,Issue,1 - Low,15,0 - Unknown,Waiting for Requestor Feedback,6/19/2020
835-278674-8601-7-D,Niels,Seine,Architecture,Hardware,Request,1 - Low,27,3 - Highly Satisfied,Open,9/13/2020
904-971684-1818-1-N,Biddie,Timmins,Architecture,Hardware,Request,1 - Low,4,3 - Highly Satisfied,Open,4/9/2020
689-675993-3595-7-I,Creight,Mardell,Software,Access/Login,Request,1 - Low,20,3 - Highly Satisfied,Open,6/7/2020
109-567830-7338-4-P,Winston,Balmer,Architecture,Hardware,Request,1 - Low,13,2 - Satisfied,Waiting for Requestor Feedback,10/5/2020
047-252577-4788-5-Q,Winne,Lewisham,Software,Software,Request,2 - Medium,6,0 - Unknown,Open,8/16/2020
893-643376-3100-7-T,Lenore,Ewell,Security and Governance,Access/Login,Issue,0 - Unassigned,18,0 - Unknown,Open,5/4/2020
261-919003-8296-3-C,Carie,Ingledew,Security and Governance,Access/Login,Issue,2 - Medium,22,3 - Highly Satisfied,Open,6/3/2020
893-940403-9282-2-U,Caesar,Rump,Software,Access/Login,Request,0 - Unassigned,30,3 - Highly Satisfied,Open,9/4/2020
818-376708-2113-3-C,Carolin,Etheridge,Hardware,Hardware,Issue,1 - Low,31,2 - Satisfied,Open,8/18/2020
744-124491-0500-5-J,Elwood,Ropars,Networking,Hardware,Request,1 - Low,14,0 - Unknown,Open,6/20/2020
775-252503-4935-4-Q,Lyndy,Cocke,Networking,Hardware,Issue,1 - Low,31,0 - Unknown,Waiting for Requestor Feedback,9/13/2020
367-522925-9110-0-M,Myrvyn,Dennerly,Hardware,Hardware,Issue,2 - Medium,30,2 - Satisfied,Open,10/12/2020
760-230391-0416-1-O,Maiga,Laval,Software,Software,Issue,1 - Low,30,0 - Unknown,Open,7/30/2020
591-669512-5204-3-C,Torrence,Traise,Software,Access/Login,Request,0 - Unassigned,5,0 - Unknown,Open,8/28/2020
784-473865-9877-3-Q,Carma,Ashleigh,Architecture,Hardware,Issue,3 - High,33,3 - Highly Satisfied,Open,7/22/2020
416-266332-0587-9-J,Cherilynn,Greger,Architecture,Systems,Request,3 - High,34,3 - Highly Satisfied,Open,9/3/2020
944-464101-2564-4-B,Corliss,Blumson,Hardware,Systems,Issue,1 - Low,2,0 - Unknown,Open,9/4/2020
205-947119-0652-3-X,Nathanael,Pachta,Hardware,Hardware,Issue,2 - Medium,17,0 - Unknown,Open,5/5/2020
878-608221-8309-2-E,Ferdy,Palser,Architecture,Hardware,Request,0 - Unassigned,22,2 - Satisfied,Open,7/24/2020
150-645258-7401-1-B,Car,Bentjens,Architecture,Hardware,Issue,0 - Unassigned,8,0 - Unknown,Resolved,8/14/2020
934-024000-8469-5-J,Cam,Juorio,Architecture,Systems,Issue,0 - Unassigned,2,1 - Unsatisfied,Open,9/7/2020
853-537702-5474-1-L,Ignatius,Dinneen,Architecture,Hardware,Request,3 - High,8,0 - Unknown,Open,6/1/2020
882-812868-8428-8-Q,Lance,Kretschmer,Hardware,Hardware,Request,1 - Low,5,0 - Unknown,Open,6/27/2020
630-075071-3033-7-D,Julio,Fairholme,Software,Software,Issue,2 - Medium,10,0 - Unknown,Open,10/3/2020
772-427194-2132-8-Z,Selinda,Perrottet,Architecture,Hardware,Request,1 - Low,18,0 - Unknown,Open,3/19/2020
884-921842-6528-9-T,Rodrigo,Conneely,Security and Governance,Access/Login,Request,1 - Low,37,2 - Satisfied,Waiting for Requestor Feedback,6/4/2020
470-256025-9532-5-S,Malorie,Loncaster,Architecture,Systems,Request,1 - Low,36,0 - Unknown,Open,9/13/2020
208-759019-8071-9-G,Justinn,Garlant,Security and Governance,Access/Login,Issue,1 - Low,16,2 - Satisfied,Open,6/11/2020
502-135469-8313-9-V,Hayley,Driuzzi,Security and Governance,Access/Login,Request,1 - Low,23,0 - Unknown,Open,7/21/2020
762-706848-2533-2-D,Alyssa,Gudeman,Software,Software,Issue,1 - Low,15,0 - Unknown,Open,3/31/2020
376-500305-7504-6-D,Betsy,Mattys,Software,Access/Login,Issue,1 - Low,13,2 - Satisfied,Open,7/20/2020
019-428817-3303-8-J,Ora,Beesey,Architecture,Systems,Request,2 - Medium,11,3 - Highly Satisfied,Open,4/9/2020
407-940437-7315-9-Q,Greg,Gaddesby,Security and Governance,Access/Login,Request,1 - Low,7,0 - Unknown,Open,5/8/2020
701-586322-3082-6-T,Daphna,Gentery,Security and Governance,Access/Login,Issue,1 - Low,34,2 - Satisfied,Open,6/30/2020
585-063154-1483-5-C,Madelina,Kingman,Software,Software,Request,2 - Medium,28,1 - Unsatisfied,Open,10/16/2020
715-736967-4835-3-X,Garald,Brindley,Networking,Hardware,Request,1 - Low,7,3 - Highly Satisfied,Open,6/6/2020
570-986444-7699-7-Y,Harmonie,Tapson,Hardware,Systems,Request,1 - Low,31,2 - Satisfied,Resolved,4/6/2020
447-482036-1444-2-X,Meade,Crosbie,Software,Access/Login,Issue,2 - Medium,30,0 - Unknown,Waiting for Requestor Feedback,7/11/2020
620-465742-9729-7-F,Bobbette,Lush,Hardware,Systems,Request,2 - Medium,5,0 - Unknown,Open,6/10/2020
299-557866-1534-5-S,Ike,Limprecht,Hardware,Hardware,Request,2 - Medium,33,0 - Unknown,Open,8/26/2020
620-103389-7176-4-N,Rivy,Mosley,Security and Governance,Access/Login,Request,2 - Medium,34,3 - Highly Satisfied,Open,9/17/2020
970-127299-8672-2-N,Dagmar,Hrinishin,Networking,Hardware,Issue,1 - Low,30,1 - Unsatisfied,Waiting for Requestor Feedback,6/6/2020
993-347938-7956-7-Y,Corliss,Biasi,Architecture,Systems,Issue,0 - Unassigned,12,0 - Unknown,Resolved,3/16/2020
576-607515-6234-3-P,Tony,Dorr,Networking,Access/Login,Issue,2 - Medium,8,3 - Highly Satisfied,Open,6/21/2020
346-748922-7086-3-J,Amerigo,Cockitt,Security and Governance,Access/Login,Request,0 - Unassigned,14,0 - Unknown,Resolved,4/5/2020
276-015509-0215-3-X,Mina,Corssen,Architecture,Systems,Issue,1 - Low,33,1 - Unsatisfied,Open,3/12/2020
972-793961-1247-9-P,Joeann,Maddicks,Architecture,Systems,Request,2 - Medium,9,2 - Satisfied,Open,4/19/2020
125-374254-0699-8-G,Dasha,Dany,Networking,Systems,Issue,1 - Low,12,3 - Highly Satisfied,Open,3/18/2020
165-372699-9187-0-H,Andreana,Heinrich,Networking,Access/Login,Request,2 - Medium,11,3 - Highly Satisfied,Open,8/13/2020
324-931496-4888-9-J,Broddie,Ricciardiello,Software,Software,Request,2 - Medium,22,0 - Unknown,Open,7/25/2020
843-956789-4278-2-D,Oates,Whitty,Hardware,Systems,Issue,0 - Unassigned,31,0 - Unknown,Waiting for Requestor Feedback,3/23/2020
725-081391-5721-6-G,Windy,Houlston,Networking,Systems,Issue,1 - Low,37,0 - Unknown,Open,6/8/2020
175-695991-0313-3-Z,Parsifal,Camacho,Security and Governance,Access/Login,Issue,0 - Unassigned,17,0 - Unknown,Waiting for Requestor Feedback,3/29/2020
927-475697-6642-6-D,Peyter,Dulake,Networking,Access/Login,Issue,1 - Low,36,2 - Satisfied,Open,6/11/2020
611-176708-3174-4-L,Kalila,Frensch,Hardware,Systems,Issue,0 - Unassigned,17,0 - Unknown,Waiting for Requestor Feedback,4/25/2020
076-041551-8814-6-E,Vicky,Seleway,Security and Governance,Access/Login,Issue,1 - Low,16,1 - Unsatisfied,Open,4/13/2020
910-379785-2469-2-C,Aura,Undrell,Networking,Access/Login,Issue,0 - Unassigned,4,0 - Unknown,Waiting for Requestor Feedback,9/19/2020
978-214361-4503-1-P,Alicia,Nulty,Architecture,Hardware,Issue,1 - Low,36,2 - Satisfied,Resolved,10/11/2020
754-698571-8853-1-L,Loralyn,Haly,Hardware,Systems,Request,1 - Low,6,2 - Satisfied,Resolved,6/26/2020
104-786068-7906-3-J,Flint,Ongin,Architecture,Systems,Request,3 - High,35,0 - Unknown,Waiting for Requestor Feedback,8/17/2020
494-793551-1627-8-F,Jayme,Bang,Networking,Access/Login,Request,2 - Medium,20,1 - Unsatisfied,Waiting for Requestor Feedback,8/28/2020
506-166422-3567-7-L,Faun,Brooksby,Security and Governance,Access/Login,Request,0 - Unassigned,11,3 - Highly Satisfied,Open,5/27/2020
459-699298-8418-2-H,Nalani,Dhillon,Networking,Hardware,Request,1 - Low,15,2 - Satisfied,Closed - No Action,5/14/2020
754-205827-2161-3-T,Hildegarde,Greenstead,Networking,Access/Login,Request,2 - Medium,35,2 - Satisfied,Open,5/15/2020
458-581140-4334-2-R,Glyn,Alvaro,Architecture,Systems,Request,0 - Unassigned,24,0 - Unknown,Resolved,10/8/2020
294-201431-6929-0-N,Leyla,Tockell,Software,Access/Login,Request,1 - Low,6,0 - Unknown,Resolved,7/11/2020
368-564132-6003-4-J,Locke,Cerith,Software,Software,Request,0 - Unassigned,25,3 - Highly Satisfied,Open,9/5/2020
271-552617-1379-0-L,Glory,Ladbury,Security and Governance,Access/Login,Request,0 - Unassigned,26,0 - Unknown,Resolved,6/26/2020
606-914631-6881-7-W,Tadd,Casali,Networking,Access/Login,Request,2 - Medium,25,2 - Satisfied,Open,5/17/2020
060-436573-4541-3-V,Red,Yukhnov,Software,Access/Login,Issue,2 - Medium,9,2 - Satisfied,Open,5/2/2020
650-077118-5527-9-S,Tadeo,Dy,Security and Governance,Access/Login,Issue,1 - Low,9,3 - Highly Satisfied,Open,9/29/2020
296-083556-6642-4-G,Davida,Short,Architecture,Systems,Issue,0 - Unassigned,13,1 - Unsatisfied,Open,5/26/2020
549-139087-8246-5-L,Ashley,Wardle,Software,Software,Issue,3 - High,35,3 - Highly Satisfied,Resolved,8/27/2020
613-575018-8907-9-H,Teressa,Parsonage,Networking,Systems,Request,1 - Low,31,1 - Unsatisfied,Open,4/7/2020
312-751044-8587-1-S,Roi,Orts,Security and Governance,Access/Login,Issue,0 - Unassigned,5,2 - Satisfied,Waiting for Requestor Feedback,3/27/2020
464-809038-4363-8-Y,Phil,Cornew,Software,Access/Login,Request,1 - Low,19,0 - Unknown,Resolved,7/24/2020
751-756594-2429-6-M,Kaylil,Leonida,Architecture,Hardware,Request,3 - High,29,0 - Unknown,Resolved,8/2/2020
463-535851-3254-3-W,Arlina,McGoon,Software,Access/Login,Issue,3 - High,4,2 - Satisfied,Waiting for Requestor Feedback,6/3/2020
241-211266-8746-3-S,Evita,Brookshaw,Architecture,Systems,Issue,2 - Medium,32,3 - Highly Satisfied,Resolved,7/6/2020
332-315083-3741-9-C,Kathie,Griston,Networking,Systems,Request,0 - Unassigned,14,0 - Unknown,Open,7/15/2020
247-801115-1552-5-C,Benjamin,Woodcroft,Hardware,Systems,Request,1 - Low,30,2 - Satisfied,Open,10/21/2020
768-816043-6952-1-Y,Thor,Le Cornu,Software,Access/Login,Request,0 - Unassigned,1,0 - Unknown,Open,7/8/2020
269-386666-6932-9-O,Hilary,Borthwick,Security and Governance,Access/Login,Request,1 - Low,1,3 - Highly Satisfied,Open,3/8/2020
207-411511-4824-9-Y,Nadine,Tunstall,Networking,Systems,Issue,2 - Medium,9,3 - Highly Satisfied,Open,6/17/2020
806-820161-1392-1-Z,Murial,Vasnev,Software,Software,Issue,1 - Low,37,0 - Unknown,Open,9/2/2020
812-024411-0031-2-K,Rivkah,Mordin,Hardware,Hardware,Request,2 - Medium,32,0 - Unknown,Open,4/11/2020
992-663402-0140-9-Q,Brigitta,Dunstall,Hardware,Systems,Issue,3 - High,37,2 - Satisfied,Open,4/16/2020
525-770712-7502-0-L,Olenka,Dulson,Software,Software,Issue,2 - Medium,18,1 - Unsatisfied,Open,9/30/2020
672-653556-0594-1-K,Jeanna,Undrill,Hardware,Systems,Request,0 - Unassigned,26,3 - Highly Satisfied,Open,6/25/2020
821-624479-9848-9-S,Wernher,Rapinett,Software,Access/Login,Request,1 - Low,6,3 - Highly Satisfied,Open,7/17/2020
047-785538-1362-2-V,Maddie,Collip,Security and Governance,Access/Login,Issue,0 - Unassigned,18,2 - Satisfied,Open,3/7/2020
188-194559-6165-8-I,Feodora,Poletto,Software,Access/Login,Request,2 - Medium,26,2 - Satisfied,Open,7/3/2020
098-459743-5739-7-C,Joli,Saenz,Networking,Access/Login,Issue,1 - Low,31,0 - Unknown,Waiting for Requestor Feedback,6/21/2020
649-726112-9483-2-J,Gearalt,Matousek,Software,Software,Request,0 - Unassigned,7,0 - Unknown,Open,7/31/2020
715-279265-1029-8-Q,Marthena,Keady,Security and Governance,Access/Login,Issue,1 - Low,25,2 - Satisfied,Open,3/22/2020
654-410728-4241-5-T,Isaak,Delacroux,Architecture,Hardware,Issue,0 - Unassigned,6,2 - Satisfied,Open,9/27/2020
696-839926-7026-3-C,Cleveland,Espino,Software,Software,Issue,2 - Medium,1,0 - Unknown,Open,5/18/2020
648-732314-4659-4-W,Scot,Crum,Hardware,Hardware,Issue,1 - Low,26,3 - Highly Satisfied,Open,8/10/2020
167-576605-3237-3-M,York,Oels,Hardware,Hardware,Issue,1 - Low,32,2 - Satisfied,Waiting for Requestor Feedback,9/1/2020
135-960749-8597-9-W,Jack,Guinery,Architecture,Systems,Issue,2 - Medium,21,1 - Unsatisfied,Resolved,8/26/2020
766-899800-6596-9-G,Lonnard,Wharby,Security and Governance,Access/Login,Request,0 - Unassigned,35,2 - Satisfied,Resolved,5/11/2020
718-576176-4652-1-E,Fax,McBeth,Hardware,Systems,Issue,1 - Low,4,3 - Highly Satisfied,Open,9/6/2020
038-377119-7981-7-I,Abbe,Loache,Hardware,Hardware,Request,3 - High,12,1 - Unsatisfied,Open,3/17/2020
461-780056-4787-2-B,Wallache,Ealam,Software,Software,Request,3 - High,13,0 - Unknown,Open,7/19/2020
907-256945-5371-2-J,Rance,McClintock,Networking,Access/Login,Issue,2 - Medium,6,0 - Unknown,Open,7/10/2020
083-827038-9050-3-Z,Andee,Van Schafflaer,Architecture,Hardware,Issue,0 - Unassigned,5,0 - Unknown,Open,9/25/2020
191-700193-0400-7-C,Robenia,Finicj,Networking,Systems,Issue,2 - Medium,4,3 - Highly Satisfied,Closed - No Action,4/6/2020
191-816637-1840-8-V,Leilah,Morfield,Networking,Systems,Issue,3 - High,15,2 - Satisfied,Waiting for Requestor Feedback,3/26/2020
249-902956-7262-3-W,Petunia,Leavy,Security and Governance,Access/Login,Request,2 - Medium,29,1 - Unsatisfied,Open,3/20/2020
408-457095-9734-7-I,Rem,Aharoni,Software,Access/Login,Request,1 - Low,14,0 - Unknown,Open,8/1/2020
888-825320-5841-2-L,Nat,Albro,Security and Governance,Access/Login,Request,0 - Unassigned,2,0 - Unknown,Resolved,10/29/2020
531-553804-1585-7-L,Elora,Derks,Security and Governance,Access/Login,Request,0 - Unassigned,32,3 - Highly Satisfied,Closed - No Action,3/24/2020
776-776127-7237-1-R,Jamison,Siddons,Hardware,Hardware,Issue,1 - Low,3,3 - Highly Satisfied,Open,8/5/2020
809-927195-8330-8-H,Kippy,Gazey,Security and Governance,Access/Login,Request,0 - Unassigned,9,0 - Unknown,Open,6/24/2020
458-467414-4174-2-L,Madalyn,Santarelli,Software,Software,Issue,0 - Unassigned,5,2 - Satisfied,Open,5/24/2020
435-693654-8251-0-Z,Heath,Fayers,Networking,Systems,Issue,0 - Unassigned,32,3 - Highly Satisfied,Open,9/22/2020
178-037433-7275-9-J,Xymenes,Sture,Hardware,Hardware,Request,2 - Medium,8,3 - Highly Satisfied,Open,10/4/2020
464-748955-5089-2-E,Jilly,Childrens,Architecture,Systems,Request,1 - Low,25,3 - Highly Satisfied,Resolved,6/10/2020
254-424778-5561-9-X,Penn,Pretley,Security and Governance,Access/Login,Request,3 - High,2,0 - Unknown,Open,10/13/2020
077-348067-8202-9-I,Elora,Westover,Software,Access/Login,Issue,0 - Unassigned,26,3 - Highly Satisfied,Waiting for Requestor Feedback,3/25/2020
915-312270-3233-4-N,Clevie,Rasmus,Software,Access/Login,Issue,0 - Unassigned,37,2 - Satisfied,Open,9/18/2020
856-335922-2947-6-R,Cordelia,Anersen,Networking,Access/Login,Issue,2 - Medium,9,2 - Satisfied,Waiting for Requestor Feedback,8/3/2020
135-456170-7541-3-W,Chicky,Fison,Hardware,Systems,Request,1 - Low,18,0 - Unknown,Open,5/27/2020
908-761739-1876-1-N,Granthem,Giral,Architecture,Systems,Issue,0 - Unassigned,20,1 - Unsatisfied,Resolved,7/3/2020
681-827614-8431-3-Y,Valida,Anger,Software,Software,Request,0 - Unassigned,17,3 - Highly Satisfied,Open,6/13/2020
845-350011-4703-6-P,Betti,MacAvddy,Software,Software,Request,1 - Low,32,2 - Satisfied,Waiting for Requestor Feedback,7/17/2020
003-685960-9953-2-Q,Diannne,Huntingdon,Hardware,Systems,Request,0 - Unassigned,5,0 - Unknown,Open,7/3/2020
969-303020-6067-8-W,Keir,Reeveley,Networking,Access/Login,Request,1 - Low,29,0 - Unknown,Resolved,5/21/2020
290-345153-2254-5-C,Fletcher,Whereat,Hardware,Systems,Issue,0 - Unassigned,6,3 - Highly Satisfied,Open,7/3/2020
